tahun,kappa,overall_accuracy,PA_kelas1,PA_kelas2,PA_kelas3,PA_kelas4,PA_kelas5,UA_kelas1,UA_kelas2,UA_kelas3,UA_kelas4,UA_kelas5
2020,0.7628576602680188,0.8144329896907216,0.9552238805970149,0.6956521739130435,0.6714285714285714,0.8846153846153846,0.8333333333333334,0.9552238805970149,0.6153846153846154,0.7014925373134329,0.8961038961038961,0.8928571428571429
2023,0.6983685855065497,0.7628865979381443,0.9701492537313433,0.7391304347826086,0.44285714285714284,0.8717948717948718,0.8,0.9701492537313433,0.5151515151515151,0.6326530612244898,0.8395061728395061,0.8571428571428571
